node1,node2,edge
2381,3327,0.4018619423505904
2381,4238,0.5043574027722308
2381,4249,0.47448376905937184
2381,4411,0.5811163598736129
2381,4412,0.48514618650301206
2381,4413,0.6741205152389577
2381,4421,0.40992730686234785
2381,4422,0.4159858627537908
2381,4431,0.4611810091967446
2381,4441,0.6312747083385467
2381,4442,0.57835968346611
2381,4451,0.6121454002054754
2381,4453,0.4469347722590721
2381,4461,0.561970122274632
2381,4471,0.6823973546858213
2381,4511,0.4294863045027856
2381,4529,0.49927793703460754
2381,4531,0.4207153342647073
2381,4532,0.4398659928405046
2381,4533,0.4415241153414845
2381,4539,0.5330520347921118
2381,4543,0.5380592471618076
2381,4841,0.5136321834073149
2381,4842,0.5844913105027603
2381,5221,0.5909822046876952
2381,5242,0.5048505710391454
2381,5311,0.4579096829268262
2381,5312,0.48414918576289884
2381,5322,0.464398346545584
2381,5419,0.5928664823749573
2381,5617,0.5308208456379003
2381,6211,0.4292073341304733
2381,6212,0.6274127761813725
2381,6213,0.6120602143855309
2381,6231,0.4839575120863905
2381,6233,0.4859289153481386
2381,6241,0.4478628757160379
2381,6244,0.5740861532762306
2381,7139,0.5387536796412034
2381,7211,0.406150669549974
2381,7224,0.4667507135712825
2381,7225,0.6755562044775857
2381,8111,0.6872174598551252
2381,8113,0.47289856709356304
2381,8114,0.4381391020369401
2381,8121,0.4194802961056236
2381,8122,0.5013340723441141
2381,8131,0.6451487946498616
2381,8134,0.441408324914849
2382,2383,0.5754761007830405
2382,2389,0.6710414334154357
2382,3273,0.40504741080718304
2382,3327,0.41843589241632745
2382,4238,0.5562073521606787
2382,4249,0.464973985111284
2382,4411,0.6125958892147364
2382,4412,0.49792195972556497
2382,4413,0.7122818192929421
2382,4421,0.475224572067354
2382,4422,0.4315879857078395
2382,4431,0.49232774855902556
2382,4441,0.6701269871445646
2382,4442,0.5764543152270559
2382,4451,0.6335889937496477
2382,4453,0.4840101393544155
2382,4461,0.6110315259532649
2382,4471,0.7204817998051094
2382,4511,0.4593665968198542
2382,4529,0.54421258194007
2382,4531,0.4583769067285183
2382,4532,0.47339528919995083
2382,4533,0.4580840856470443
2382,4539,0.5407665691519558
2382,4543,0.5436039022569391
2382,4841,0.551592583571743
2382,4842,0.6117410062398068
2382,5221,0.6513784133797321
2382,5242,0.5655713700826552
2382,5311,0.47291764304518435
2382,5312,0.4649891397728431
2382,5322,0.4882747881457241
2382,5412,0.42078918779055896
2382,5419,0.5909043381647479
2382,5617,0.5360279850917598
2382,6211,0.5021471862335841
2382,6212,0.6523004337519415
2382,6213,0.6386109482178355
2382,6214,0.43338216441627503
2382,6231,0.5096691047146643
2382,6233,0.48319087559612217
2382,6241,0.48351091815662856
2382,6244,0.5952523364745362
2382,7139,0.546113901766702
2382,7211,0.43050948750958945
2382,7224,0.48342980118180556
2382,7225,0.7133318899952658
2382,8111,0.7179725763759667
2382,8113,0.5253070384519777
2382,8114,0.4581196993486764
2382,8121,0.45161143782043095
2382,8122,0.557864064581272
2382,8131,0.7078095119022134
2382,8134,0.4746990739947801
2383,2389,0.5643568844266779
2383,4411,0.4656409937513844
2383,4412,0.4268089566305275
2383,4413,0.5257836729409029
2383,4422,0.41463667702015183
2383,4441,0.5167228967979745
2383,4442,0.4773090323703785
2383,4451,0.513308507068218
2383,4461,0.46168635184010226
2383,4471,0.5259741428224085
2383,4511,0.4340356080175783
2383,4532,0.4263342959529498
2383,4533,0.4287092467137229
2383,4539,0.46600966222427354
2383,4543,0.4702642245455442
2383,4842,0.4430596608246898
2383,5221,0.4360548764033223
2383,5242,0.407766449079002
2383,5311,0.41268610777058373
2383,5312,0.4874496962048939
2383,5419,0.5397457657387121
2383,5617,0.4969516152952061
2383,6116,0.44269239840142205
2383,6212,0.5427000107619327
2383,6213,0.5107168696165719
2383,6233,0.439437023633973
2383,6244,0.4962389950148692
2383,7139,0.5190069104976743
2383,7225,0.5375970699838618
2383,8111,0.5660659485495048
2383,8114,0.44235471862626824
2383,8121,0.4296289919962811
2383,8131,0.49552540067924583
2389,3273,0.4137340277840649
2389,3327,0.44516931281686933
2389,4238,0.5546154744368426
2389,4249,0.4553277016212632
2389,4411,0.6506189821182944
2389,4412,0.5061231311777923
2389,4413,0.7617916250825493
2389,4421,0.43829754846378327
2389,4422,0.41962375490202414
2389,4431,0.4458971465791914
2389,4441,0.7132948689213754
2389,4442,0.6453945153659938
2389,4451,0.701301197845256
2389,4452,0.4140261057839689
2389,4453,0.5089484337726264
2389,4461,0.6474230023012004
2389,4471,0.7885005706600499
2389,4511,0.4618705592788117
2389,4529,0.58632170836399
2389,4531,0.47301821012519996
2389,4532,0.4814286839171656
2389,4533,0.43757593068839157
2389,4539,0.587728565293
2389,4543,0.59957982550349
2389,4841,0.5896730491563736
2389,4842,0.6802735546768583
2389,5221,0.6820582929258953
2389,5242,0.5671696535686686
2389,5311,0.48179434211147687
2389,5312,0.4863304747750412
2389,5322,0.5259351684087052
2389,5412,0.40492067001133536
2389,5419,0.6485918775770108
2389,5617,0.5289147274360757
2389,5621,0.40273995228575826
2389,5629,0.41006580792413033
2389,6211,0.4962683253078187
2389,6212,0.6801444324704095
2389,6213,0.6791704637124241
2389,6214,0.4670434456905769
2389,6231,0.5204410904952638
2389,6232,0.404253036808371
2389,6233,0.4970155519545897
2389,6241,0.5234537306241229
2389,6244,0.6210955002957308
2389,7139,0.5581974995886526
2389,7211,0.4760783748314119
2389,7212,0.4636765132255902
2389,7224,0.5004368381824347
2389,7225,0.7613492964058014
2389,8111,0.7635691552887228
2389,8113,0.5349881169037891
2389,8114,0.42250857303076655
2389,8121,0.44690591497127624
2389,8122,0.5889219715502342
2389,8131,0.7349420727428275
2389,8134,0.5134263560784909
3132,3133,0.5282705437953743
3219,3327,0.4025143631858495
3219,4411,0.4393184956980115
3219,4412,0.412620655705988
3219,4413,0.47410407896487466
3219,4441,0.45639348502167604
3219,4442,0.44359403801899
3219,4451,0.43060752203315455
3219,4471,0.45408769607977045
3219,4529,0.41035533213457676
3219,4841,0.42113186308096673
3219,6212,0.40499594778083997
3219,6233,0.41331721824778656
3219,7225,0.4203932360503837
3219,8111,0.4493827799002859
3219,8122,0.41974139516272585
3219,8131,0.4327283026933842
3222,3231,0.40553502551687015
3222,3255,0.4038822844825431
3222,3259,0.40522840692981693
3222,3261,0.40497933831593175
3222,4931,0.409064924959969
3231,3339,0.40430463604796973
3231,6233,0.40106137703879635
3252,3259,0.41018462463097677
3255,3256,0.42607966073780507
3255,3326,0.42781659993441257
3255,3372,0.4131384954216475
3256,4232,0.4090515039193204
3261,3323,0.45826059972844024
3261,3327,0.4870128848535821
3261,3328,0.41824971702906716
3261,3329,0.40337774131363074
3261,3335,0.4502641477375283
3261,3339,0.40461151035073184
3261,4411,0.41882853771442263
3261,4412,0.40108998682342734
3261,4413,0.40888116802796814
3261,4441,0.4157570224986919
3261,4442,0.42278361510067786
3261,4521,0.4139370405240229
3261,4529,0.4033628442607915
3261,4531,0.4086032207242288
3261,6231,0.42431122349897293
3261,6233,0.4073001558161986
3261,8122,0.41310634123100726
3272,4855,0.4173634053149678
3273,3323,0.42642152058496663
3273,4231,0.4346626788020638
3273,4233,0.43811310340650095
3273,4411,0.4878521557560765
3273,4412,0.4954045855162903
3273,4413,0.47984638669741914
3273,4421,0.4557363500693852
3273,4422,0.4079573940964632
3273,4431,0.41500082389099163
3273,4441,0.48575479923625026
3273,4442,0.48748628877363953
3273,4451,0.41210223626330866
3273,4461,0.44812754927748555
3273,4471,0.4470789934922019
3273,4483,0.4488103722464951
3273,4511,0.4516873261658403
3273,4521,0.47219137696212127
3273,4529,0.47745065483944127
3273,4531,0.458825663727406
3273,4532,0.444597694823378
3273,4533,0.456045037583437
3273,4539,0.47646455359977585
3273,4543,0.41093307521065453
3273,5322,0.4525783007044767
3273,5621,0.41062525750390144
3273,6211,0.4229741215015476
3273,6212,0.44293441384181526
3273,6231,0.4470809502069616
3273,6233,0.4075839519345503
3273,6244,0.4071818622687975
3273,7225,0.44644272160947357
3273,8111,0.4655914116447239
3273,8122,0.43958861311602965
3273,8131,0.4387709833473153
3274,4852,0.42211588240886905
3314,3353,0.4185789451624786
3315,3326,0.4093119004916153
3315,3328,0.4772664363136455
3321,3322,0.4596194077712559
3321,3326,0.4505766568204545
3321,3328,0.48053234027405595
3321,3329,0.42538497969766276
3321,3335,0.4084058848686767
3321,3353,0.4658474953124562
3321,3359,0.4167295550024963
3322,3325,0.41286141192238524
3322,3326,0.4817941509241621
3322,3359,0.41379513662480333
3323,3327,0.4575602976902446
3323,4231,0.43559651084455814
3323,4235,0.42276839962546003
3323,4238,0.40728589467577087
3323,4411,0.4296191937144996
3323,4412,0.44167842739311514
3323,4413,0.4481792862398336
3323,4441,0.4240150016875457
3323,4442,0.45275403798789526
3323,4461,0.40295307131147967
3323,4471,0.41326995344819895
3323,4529,0.43873675090898245
3323,4531,0.41320890014416184
3323,4539,0.4002288302520891
3323,4841,0.40327541808884015
3323,6212,0.4099332896844871
3323,6231,0.43431527372499795
3323,8111,0.4194679215088815
3323,8122,0.4370711424908688
3323,8131,0.4138894844703751
3327,3328,0.4420597585663215
3327,3329,0.42149979305195323
3327,3335,0.47488488575568977
3327,4238,0.4575085345476285
3327,4411,0.48747046923838183
3327,4412,0.444444082090166
3327,4413,0.5183536813633955
3327,4441,0.5051672146026224
3327,4442,0.5151397022303367
3327,4451,0.44793816661489916
3327,4461,0.4730800404487555
3327,4471,0.5100778926911296
3327,4529,0.471275160030575
3327,4531,0.46929106197987513
3327,4539,0.4314930702585268
3327,4543,0.43375884153266847
3327,4841,0.45126531681762344
3327,4842,0.4310426064701769
3327,5221,0.4159407584761786
3327,5322,0.43600350383743036
3327,6212,0.47323145029115
3327,6213,0.44127769455628724
3327,6231,0.4903832288428799
3327,6232,0.4213724057817912
3327,6233,0.45050708515794347
3327,6244,0.422444207606917
3327,7225,0.4821830525716471
3327,8111,0.49885745846410123
3327,8113,0.44655350127227206
3327,8122,0.5122392270190474
3327,8131,0.48864533226858825
3327,8134,0.42748733072149486
3328,3329,0.4389462412795382
3328,3332,0.42302595167312357
3328,3335,0.5233392950337116
3328,3339,0.47739282063125127
3328,3353,0.40831113173114264
3328,4235,0.4238097412120896
3329,3335,0.41908487269209393
3329,3339,0.47609580076601016
3329,4235,0.40137687455962545
3332,3333,0.40047142031681365
3332,3339,0.4343984721790386
3333,3344,0.4027723600127991
3333,3345,0.4485419463778899
3333,3359,0.4231551764620512
3335,3339,0.41890312442585187
3339,4235,0.4042291201469999
3341,3342,0.45866432210600416
3341,3343,0.44381268229929727
3342,3344,0.4358974358974359
3342,3345,0.4230769230769231
3342,3359,0.41754865529128316
3343,3346,0.46153846153846156
3344,3345,0.47863247863247865
3344,3359,0.4669361306483166
3345,3359,0.43999750772629836
3345,3391,0.4112544421511331
3346,3352,0.4447495899966607
3346,3369,0.4287947242821821
3351,3359,0.40098320508834334
3372,4232,0.4040537462859429
3379,4855,0.40972197579524855
4231,4233,0.4495465569080094
4231,4235,0.45146611838648026
4231,4237,0.483676781595281
4231,4238,0.45909032607882955
4231,4244,0.40382124486836773
4231,4411,0.4811742872557667
4231,4412,0.4703106265634461
4231,4413,0.4435580331093857
4231,4421,0.4454132503773787
4231,4441,0.4420200569773794
4231,4442,0.41450055313684886
4231,4461,0.40580653931316163
4231,4471,0.4135747176043336
4231,4511,0.43952799283719907
4231,4521,0.47744388029512425
4231,4529,0.4446111138225911
4231,4531,0.4115604510346009
4231,4533,0.40894726567572326
4231,4539,0.4155470959785251
4231,4841,0.46168421796945947
4231,4931,0.4265186958365543
4231,5321,0.44199583662503805
4231,5322,0.40952700910575046
4231,5621,0.4214149864489895
4231,6212,0.40153602341256295
4231,6219,0.4121927183910501
4231,6231,0.40338393869156414
4231,6233,0.4068381021724862
4231,7225,0.4049776072604942
4231,8111,0.43847153251225024
4231,8113,0.4128125496922689
4231,8122,0.42600533312794625
4231,8131,0.40783225636060677
4233,4235,0.4126523908347136
4233,4237,0.4821419495423594
4233,4411,0.4128421530580162
4233,4412,0.42383565144523727
4233,4421,0.4103679419685866
4233,4422,0.4138146256860274
4233,4441,0.4050550960779939
4233,4483,0.42255530172432093
4233,4511,0.44130037490959106
4233,4512,0.42762023605461674
4233,4521,0.4638695403728419
4233,4529,0.4005928548712803
4233,4531,0.4007913341072783
4233,4533,0.41792997581790736
4233,4539,0.4256050586351295
4233,4884,0.4120408860879841
4233,5321,0.4288528373146562
4233,8123,0.4074306999997198
4234,4236,0.45844472799613584
4234,4242,0.49454698419535387
4234,5112,0.4101734961193464
4234,5241,0.47612340238548256
4235,4237,0.45050145609712716
4237,4248,0.42910265590124597
4237,4421,0.40516804993764965
4237,4422,0.4171040482230539
4237,4483,0.4247864524643233
4237,4511,0.4589679136579011
4237,4512,0.42430133298531997
4237,4521,0.4866455545306414
4237,4533,0.41203768339033414
4237,4921,0.4544308296332589
4237,5151,0.4203635458559514
4237,5321,0.4687465481421735
4237,6219,0.40182748315201644
4237,8123,0.40456670105734827
4238,4245,0.48681116280971193
4238,4249,0.5651181266339207
4238,4411,0.6145739041056905
4238,4412,0.45040937771109385
4238,4413,0.672192876536456
4238,4421,0.42598786962760415
4238,4431,0.45064599726006743
4238,4441,0.6152957460194938
4238,4442,0.5669206567734593
4238,4451,0.5375576895386023
4238,4453,0.42396049974973105
4238,4461,0.5607985213206409
4238,4471,0.6730302011561191
4238,4529,0.5461464975528528
4238,4531,0.4452624721730868
4238,4539,0.449755839899306
4238,4543,0.46157117040505863
4238,4841,0.609208653008055
4238,4842,0.6488141814348366
4238,5221,0.6058155970208073
4238,5242,0.5172583113430907
4238,5322,0.48977070709548676
4238,5412,0.40945058878819307
4238,5419,0.48783977726479616
4238,6211,0.44787408442606536
4238,6212,0.5731566325561224
4238,6213,0.5704499553055881
4238,6214,0.40383829116889725
4238,6231,0.529823613387552
4238,6233,0.44161837059831305
4238,6241,0.414909622690684
4238,6244,0.5140842435537158
4238,7139,0.4022324831495917
4238,7224,0.45277247160644096
4238,7225,0.6244984415176107
4238,8111,0.645208486148779
4238,8113,0.5960915836028862
4238,8122,0.5537311953550015
4238,8131,0.6565605097717893
4238,8134,0.45008468883868075
4239,4413,0.42913861055441915
4239,4441,0.42794560918240004
4239,4461,0.417705675771505
4239,4471,0.4067377566957068
4239,7225,0.4015648329297876
4239,8111,0.42210651904182184
4239,8122,0.4069778624060907
4242,5241,0.47767040319084775
4244,4411,0.4274072404082988
4244,4413,0.4093750116274869
4244,4421,0.4059292631754652
4244,4441,0.42112536006398094
4244,4511,0.4259147686111818
4245,4249,0.5050673274813158
4245,4413,0.4100778561335563
4245,4471,0.4275656410166762
4245,4841,0.44560108777792945
4245,4842,0.4430393199489839
4245,5221,0.4152679025230033
4245,8111,0.4210622544945462
4245,8131,0.41847178679856084
4247,4411,0.4016458365469344
4247,4521,0.41170257084666934
4248,4512,0.4030694555463088
4248,4921,0.448097229696542
4248,5151,0.43044523694059716
4248,5321,0.4397233934855249
4248,6215,0.437587526258753
4248,6221,0.46864236732203146
4249,4411,0.5131767128928171
4249,4413,0.5613109058276218
4249,4441,0.5142745892822765
4249,4442,0.4801864749554415
4249,4451,0.4797011741155466
4249,4461,0.47066147793448204
4249,4471,0.5656270046310313
4249,4529,0.4316081498951782
4249,4543,0.43433027671125485
4249,4841,0.5254071957119409
4249,4842,0.5387505683802583
4249,5221,0.52163716072532
4249,5242,0.4561676705489804
4249,5419,0.4363380175381162
4249,6212,0.5158228320412047
4249,6213,0.5044018845926388
4249,6231,0.4643644595037094
4249,6233,0.42217729448199665
4249,6244,0.4412725000679924
4249,7224,0.418347942848802
4249,7225,0.5337789807214742
4249,8111,0.5580456614121321
4249,8113,0.43939240772167243
4249,8122,0.47554894906835343
4249,8131,0.5526378358111482
4249,8134,0.41582811409638204
4411,4412,0.6006835026611876
4411,4413,0.7860600451512241
4411,4421,0.5905096678047624
4411,4422,0.5041671158405154
4411,4431,0.5969268252592401
4411,4441,0.756256827368367
4411,4442,0.7006309828973176
4411,4451,0.6771183979195575
4411,4452,0.4853014860201965
4411,4453,0.5617475059837322
4411,4461,0.7124306398273456
4411,4471,0.7652409668057711
4411,4481,0.4698933182645195
4411,4482,0.5302854316335329
4411,4483,0.5104710677050075
4411,4511,0.5810331635727451
4411,4521,0.5201566732581291
4411,4529,0.6833072541084094
4411,4531,0.593078175672245
4411,4532,0.5802771589419828
4411,4533,0.5405905666387905
4411,4539,0.6623732360187153
4411,4543,0.6243294587799323
4411,4841,0.6132599711226286
4411,4842,0.6516083791971552
4411,4884,0.4301870584646571
4411,5111,0.41982847632999115
4411,5171,0.4227017952699814
4411,5221,0.6769058223466629
4411,5242,0.531282715378629
4411,5311,0.47175695998415446
4411,5312,0.40109729878353917
4411,5322,0.6445364116734988
4411,5412,0.42507075074649664
4411,5419,0.5937168891098606
4411,5617,0.4875370446774711
4411,5621,0.4621606009836571
4411,5629,0.41960222206190084
4411,6211,0.619734112218003
4411,6212,0.7219484317344443
4411,6213,0.689908336656494
4411,6214,0.5519604358161363
4411,6216,0.49726897951085847
4411,6219,0.46275302183677774
4411,6231,0.6515823478466852
4411,6232,0.5177275734563348
4411,6233,0.5779250604123136
4411,6241,0.5770996098495765
4411,6242,0.472150833848373
4411,6244,0.6313980322911577
4411,7139,0.5439705768105311
4411,7211,0.432883887174124
4411,7212,0.41640851915890387
4411,7224,0.5251062597829772
4411,7225,0.7589719371664391
4411,8111,0.7501625140945074
4411,8113,0.540401150127099
4411,8114,0.4464652446974595
4411,8121,0.5194555764925873
4411,8122,0.6869518583656578
4411,8123,0.42839759450533027
4411,8131,0.7312886738725235
4411,8134,0.5872635912335915
4412,4413,0.5975803414900918
4412,4421,0.5475077420379153
4412,4422,0.5197693461751036
4412,4431,0.506180895044311
4412,4441,0.6246063379871845
4412,4442,0.5833874151502555
4412,4451,0.5177790931132751
4412,4452,0.48724036551773986
4412,4453,0.4612911711045309
4412,4461,0.5289807615334438
4412,4471,0.5779208665275387
4412,4482,0.4452904754453932
4412,4483,0.5027380588034663
4412,4511,0.5793887608548155
4412,4512,0.4175467824684706
4412,4521,0.5261808470851181
4412,4529,0.5618627066592381
4412,4531,0.5378265620087115
4412,4532,0.5644836956615386
4412,4533,0.5370892263392952
4412,4539,0.5926277203423695
4412,4543,0.5331648717395933
4412,4841,0.4274163642488118
4412,4842,0.46323945499859015
4412,4884,0.4145652653704752
4412,5221,0.46047117972106677
4412,5322,0.5537274579761788
4412,5419,0.4720493059348295
4412,5621,0.44379113482881133
4412,5629,0.4152035228449009
4412,6211,0.500758770062385
4412,6212,0.5639054031901187
4412,6213,0.5193618393461662
4412,6214,0.4667804759278259
4412,6219,0.4314830185652674
4412,6231,0.5313633531258833
4412,6232,0.4776031398794967
4412,6233,0.5402072744521951
4412,6241,0.42892539043168726
4412,6242,0.4738524702077774
4412,6244,0.4866218343709261
4412,7139,0.4920312322454504
4412,7212,0.4730501575724043
4412,7224,0.4545497620493699
4412,7225,0.570457208961595
4412,8111,0.5857032617734965
4412,8113,0.4370946023626191
4412,8114,0.4933602731687911
4412,8121,0.4331960723734157
4412,8122,0.5183177195371238
4412,8123,0.4092243585853922
4412,8131,0.5230388595301009
4412,8134,0.47330745805165314
4413,4421,0.5808192647357778
4413,4422,0.4623016390194325
4413,4431,0.5802783046662202
4413,4441,0.8569459382030397
4413,4442,0.7568672759355812
4413,4451,0.8004455826651488
4413,4452,0.4645793613566714
4413,4453,0.5803045386646625
4413,4461,0.8089658926846736
4413,4471,0.9233380788181245
4413,4481,0.4511080295017028
4413,4482,0.4874818076764444
4413,4483,0.44957103004364996
4413,4511,0.5445815212802321
4413,4521,0.4332582619883146
4413,4529,0.7531247111420739
4413,4531,0.5733568278720629
4413,4532,0.5577011362680073
4413,4533,0.5425257069287257
4413,4539,0.6829967365414598
4413,4543,0.6658139726018982
4413,4841,0.6954343634216168
4413,4842,0.7611729162446847
4413,4884,0.42431614790576816
4413,5171,0.4217617718793309
4413,5221,0.8214777231731077
4413,5222,0.4611174406970976
4413,5242,0.6425583420819432
4413,5311,0.5489426850904362
4413,5312,0.4824181148338526
4413,5322,0.6722745403749206
4413,5411,0.41293422568174654
4413,5412,0.5186079774990486
4413,5419,0.6821774170110995
4413,5617,0.5419115748762589
4413,5621,0.4413179570094985
4413,6211,0.6568782917902233
4413,6212,0.8092248032026436
4413,6213,0.7861011957268856
4413,6214,0.5937997567530245
4413,6216,0.5078346949869625
4413,6231,0.6438305191507961
4413,6232,0.4961519644688723
4413,6233,0.577733000600032
4413,6241,0.6456782934849674
4413,6242,0.46348129320681053
4413,6244,0.7042758183991237
4413,7139,0.5862846331019361
4413,7211,0.5325715509320857
4413,7212,0.4736404603257556
4413,7224,0.565668267606859
4413,7225,0.9007748052182903
4413,8111,0.883204851890443
4413,8113,0.6071811058264267
4413,8114,0.45172371553370516
4413,8121,0.4920210251596614
4413,8122,0.7292765817330993
4413,8123,0.4099986255766399
4413,8131,0.8767258952208392
4413,8134,0.6022220280439031
4413,8139,0.4210597497239354
4421,4422,0.4962247364373827
4421,4431,0.5465418352426943
4421,4441,0.5887865562220028
4421,4442,0.5358496943833098
4421,4451,0.5141175411495242
4421,4452,0.4080553093704831
4421,4453,0.42120631328488517
4421,4461,0.5642408666252838
4421,4471,0.5457836645925385
4421,4481,0.48179374582674694
4421,4482,0.5568102895780394
4421,4483,0.5493633222897681
4421,4511,0.5603601255489448
4421,4512,0.44595748206153607
4421,4521,0.5357427591941067
4421,4529,0.5740321941934285
4421,4531,0.5018664684386976
4421,4532,0.5564377838583418
4421,4533,0.5279490449005165
4421,4539,0.5436859506751189
4421,4543,0.4726020443449459
4421,4841,0.41286639678663717
4421,4842,0.407340635319548
4421,4884,0.40115502962519767
4421,5151,0.418800111204252
4421,5221,0.4654042786301676
4421,5321,0.420575950030024
4421,5322,0.57360448047909
4421,5419,0.4227083507946041
4421,5617,0.4029518580596277
4421,6211,0.5547519240460751
4421,6212,0.5343425664122159
4421,6213,0.5028519576363978
4421,6214,0.4622905093717285
4421,6216,0.4693268785480729
4421,6219,0.4298080095703274
4421,6231,0.488237058541807
4421,6232,0.4065860205365599
4421,6233,0.48008567231396315
4421,6242,0.4325042221764881
4421,6244,0.4728991418552599
4421,7139,0.41171242190436186
4421,7225,0.5562595556449647
4421,8111,0.5272875944882134
4421,8113,0.4125618954805027
4421,8114,0.44715703510739174
4421,8122,0.5277367405946191
4421,8123,0.4322661804831683
4421,8131,0.5244256307041668
4421,8134,0.4006365530159893
4422,4431,0.5269383861765532
4422,4441,0.5133392922273914
4422,4442,0.4586954829403613
4422,4451,0.45756395185016036
