2111,2131,0.6888856230684911
2131,2111,0.6888856230684911
2361,2381,0.6233872468953109
2361,2382,0.6266920429785532
2361,2383,0.5605638913456813
2361,2389,0.6840997440522325
2361,4411,0.5437693086484574
2361,4413,0.6543787462023548
2361,4441,0.6489920250979279
2361,4442,0.5335373798559906
2361,4451,0.6488712943834339
2361,4461,0.5463873386458046
2361,4471,0.707909318271981
2361,4543,0.5438683574440957
2361,4841,0.5093754768245244
2361,4842,0.5850285305064391
2361,5221,0.6366006362405038
2361,5242,0.5542100181664016
2361,5312,0.5259225656381535
2361,5419,0.6026974717339926
2361,5617,0.5064785062727776
2361,6212,0.6269067067906573
2361,6213,0.6437921988688086
2361,6244,0.557648727882137
2361,7139,0.580641027838186
2361,7224,0.5351458252346902
2361,7225,0.7022775862576877
2361,8111,0.7085011378984247
2361,8131,0.6615908781483164
2362,4411,0.520031405521988
2362,4413,0.5332340246900612
2362,4441,0.5162424259596913
2362,8111,0.5166141817967176
2371,4413,0.5016885974885535
2381,2361,0.6233872468953109
2381,2382,0.6377172597883439
2381,2383,0.5697805812025226
2381,2389,0.6346395956899974
2381,4411,0.5453272433483948
2381,4413,0.6350908825464004
2381,4441,0.599780042886977
2381,4442,0.539435121079821
2381,4451,0.5711103273899474
2381,4461,0.5221378347999289
2381,4471,0.6352381648977365
2381,4543,0.5028835391696668
2381,4842,0.5543814346071918
2381,5221,0.5639010405719731
2381,5419,0.5651756812604269
2381,5617,0.5072742073476678
2381,6212,0.5884587999372457
2381,6213,0.5848558966739204
2381,6244,0.5447586221203617
2381,7139,0.5034985275751661
2381,7225,0.626305442128713
2381,8111,0.6545379583097247
2381,8131,0.6005580682905913
2382,2361,0.6266920429785532
2382,2381,0.6377172597883439
2382,2383,0.5454410765440848
2382,2389,0.6471157657062451
2382,4238,0.5219146862471388
2382,4411,0.5586307148787267
2382,4413,0.6635418049710358
2382,4441,0.6285442958538384
2382,4442,0.5263505298827577
2382,4451,0.5901355498986219
2382,4461,0.5584464891549131
2382,4471,0.6954698046064637
2382,4529,0.5000600959168092
2382,4841,0.5299019321176416
2382,4842,0.58256820345693
2382,5221,0.6385004347299833
2382,5242,0.5640739585640226
2382,5419,0.5500712578371721
2382,5617,0.5147393195615513
2382,6212,0.5989691702824816
2382,6213,0.605693777190491
2382,6244,0.5536117177935047
2382,7139,0.5120260315321166
2382,7225,0.6850437512518156
2382,8111,0.6946237341306828
2382,8122,0.5051316496149707
2382,8131,0.6832193930537169
2383,2361,0.5605638913456813
2383,2381,0.5697805812025226
2383,2382,0.5454410765440848
2383,2389,0.5373344616711476
2383,5419,0.5152160237820994
2383,6212,0.5195640983941683
2383,8111,0.5288281632143066
2389,2361,0.6840997440522325
2389,2381,0.6346395956899974
2389,2382,0.6471157657062451
2389,2383,0.5373344616711476
2389,4238,0.5179987914315498
2389,4411,0.6023861296704673
2389,4413,0.7106038629186265
2389,4441,0.6713265371181922
2389,4442,0.5969978890124752
2389,4451,0.6615865143785556
2389,4461,0.5953719227482239
2389,4471,0.7453580511259601
2389,4529,0.5439804741953822
2389,4539,0.5399887082178788
2389,4543,0.5538229366636661
2389,4841,0.5609568028429535
2389,4842,0.6475541831979786
2389,5221,0.6522545486581484
2389,5242,0.5407397105258432
2389,5419,0.6035319197222385
2389,5617,0.5055895752298526
2389,6212,0.6298982594710409
2389,6213,0.639793125145603
2389,6244,0.5789979928938371
2389,7139,0.5238197582457393
2389,7225,0.7177695906593752
2389,8111,0.7271166527758435
2389,8122,0.5462258536139957
2389,8131,0.6926166841443908
3132,3133,0.5282705437953743
3133,3132,0.5282705437953743
3327,4442,0.502224952465695
3327,8122,0.5002908939224627
3328,3335,0.5190575549950078
3335,3328,0.5190575549950078
4234,4242,0.502848935218507
4238,2382,0.5219146862471388
4238,2389,0.5179987914315498
4238,4249,0.5382160756771517
4238,4411,0.5849518173122443
4238,4413,0.631362733178944
4238,4441,0.5791318924983135
4238,4442,0.5372124489837602
4238,4461,0.5291502622129182
4238,4471,0.607834982845366
4238,4529,0.5069020668602618
4238,4841,0.5684307509444851
4238,4842,0.6102811077750405
4238,5221,0.5601323906833119
4238,6212,0.5426486246739078
4238,6213,0.5406239488775726
4238,6231,0.5019704651558146
4238,7225,0.5641927677409371
4238,8111,0.6092969644837021
4238,8113,0.5674074545793305
4238,8122,0.5231886403574234
4238,8131,0.595082361711647
4242,4234,0.502848935218507
4249,4238,0.5382160756771517
4249,4413,0.5282293998955945
4249,4471,0.5231061346545272
4249,4841,0.5006740676422528
4249,4842,0.5111573099241382
4249,5221,0.501418562694723
4249,8111,0.5352482866901068
4249,8131,0.5144080391066176
4411,2361,0.5437693086484574
4411,2362,0.520031405521988
4411,2381,0.5453272433483948
4411,2382,0.5586307148787267
4411,2389,0.6023861296704673
4411,4238,0.5849518173122443
4411,4412,0.5886851334677008
4411,4413,0.7431831029578237
4411,4421,0.5795508499183092
4411,4431,0.5869673441813559
4411,4441,0.7179916012204848
4411,4442,0.6787132794323425
4411,4451,0.6299752814901992
